country;province;town_id;town;id;name;lang;street;latitude;longitude;link_to_shop;link_to_town;link_to_small_shop_image;link_to_big_shop_image;sample_discount_percentage;sample_discount_period
AT;Styrie;11;Schladming;3537;"Hervis Schladming";fr;"Erzherzog-Johann-Straße 779";47.393944;13.687419;https://www.alpinresorts.com/fr/location-ski/parameters/3537;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/c/6/6/c667bb7fced8b54683d4047046f838df8f4efff5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/c/6/6/c667bb7fced8b54683d4047046f838df8f4efff5.jpg;0.3;2020-01-11
AT;Stiria;11;Schladming;3537;"Hervis Schladming";it;"Erzherzog-Johann-Straße 779";47.393944;13.687419;https://www.alpinresorts.com/it/noleggio-ski/parameters/3537;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/c/6/6/c667bb7fced8b54683d4047046f838df8f4efff5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/c/6/6/c667bb7fced8b54683d4047046f838df8f4efff5.jpg;0.3;2020-01-11
AT;Stiermarken;11;Schladming;3537;"Hervis Schladming";nl;"Erzherzog-Johann-Straße 779";47.393944;13.687419;https://www.alpinresorts.com/nl/skiverhuur/parameters/3537;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/c/6/6/c667bb7fced8b54683d4047046f838df8f4efff5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/c/6/6/c667bb7fced8b54683d4047046f838df8f4efff5.jpg;0.3;2020-01-11
AT;Steiermark;11;Schladming;1941;"Sport 2000 Rankl";de;"Coburgstraße 53 (gegenüber Talstation/opposite valley station Planai)";47.393261;13.692490;https://www.alpinresorts.com/de/skiverleih/parameters/1941;https://www.alpinresorts.com/de/skiverleih/oesterreich/steiermark/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;0.145;2020-01-11
AT;Styria;11;Schladming;1941;"Sport 2000 Rankl";en;"Coburgstraße 53 (gegenüber Talstation/opposite valley station Planai)";47.393261;13.692490;https://www.alpinresorts.com/en/ski-rental/parameters/1941;https://www.alpinresorts.com/en/ski-rental/austria/styria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;0.145;2020-01-11
AT;Styrie;11;Schladming;1941;"Sport 2000 Rankl";fr;"Coburgstraße 53 (gegenüber Talstation/opposite valley station Planai)";47.393261;13.692490;https://www.alpinresorts.com/fr/location-ski/parameters/1941;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;0.145;2020-01-11
AT;Stiria;11;Schladming;1941;"Sport 2000 Rankl";it;"Coburgstraße 53 (gegenüber Talstation/opposite valley station Planai)";47.393261;13.692490;https://www.alpinresorts.com/it/noleggio-ski/parameters/1941;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;0.145;2020-01-11
AT;Stiermarken;11;Schladming;1941;"Sport 2000 Rankl";nl;"Coburgstraße 53 (gegenüber Talstation/opposite valley station Planai)";47.393261;13.692490;https://www.alpinresorts.com/nl/skiverhuur/parameters/1941;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/a/2/a/a2a0e90605a8b543e2e5f337edb751141c522bfb.jpg;0.145;2020-01-11
AT;Steiermark;11;Schladming;60;"Sport Tritscher";de;"Planai Olympic, Coburgstrasse 707";47.392731;13.692374;https://www.alpinresorts.com/de/skiverleih/parameters/60;https://www.alpinresorts.com/de/skiverleih/oesterreich/steiermark/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;0.17;2020-01-11
AT;Styria;11;Schladming;60;"Sport Tritscher";en;"Planai Olympic, Coburgstrasse 707";47.392731;13.692374;https://www.alpinresorts.com/en/ski-rental/parameters/60;https://www.alpinresorts.com/en/ski-rental/austria/styria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;0.17;2020-01-11
AT;Styrie;11;Schladming;60;"Sport Tritscher";fr;"Planai Olympic, Coburgstrasse 707";47.392731;13.692374;https://www.alpinresorts.com/fr/location-ski/parameters/60;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;0.17;2020-01-11
AT;Stiria;11;Schladming;60;"Sport Tritscher";it;"Planai Olympic, Coburgstrasse 707";47.392731;13.692374;https://www.alpinresorts.com/it/noleggio-ski/parameters/60;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;0.17;2020-01-11
AT;Stiermarken;11;Schladming;60;"Sport Tritscher";nl;"Planai Olympic, Coburgstrasse 707";47.392731;13.692374;https://www.alpinresorts.com/nl/skiverhuur/parameters/60;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/8/1/f811690892cac1b530021d1e507d5a1edc7b5d4d.jpg;0.17;2020-01-11
AT;Steiermark;11;Schladming;1208;"Sport Tritscher";de;"Planai-West, Golden-Jet";47.390396;13.677797;https://www.alpinresorts.com/de/skiverleih/parameters/1208;https://www.alpinresorts.com/de/skiverleih/oesterreich/steiermark/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;0.17;2020-01-11
AT;Styria;11;Schladming;1208;"Sport Tritscher";en;"Planai-West, Golden-Jet";47.390396;13.677797;https://www.alpinresorts.com/en/ski-rental/parameters/1208;https://www.alpinresorts.com/en/ski-rental/austria/styria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;0.17;2020-01-11
AT;Styrie;11;Schladming;1208;"Sport Tritscher";fr;"Planai-West, Golden-Jet";47.390396;13.677797;https://www.alpinresorts.com/fr/location-ski/parameters/1208;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;0.17;2020-01-11
AT;Stiria;11;Schladming;1208;"Sport Tritscher";it;"Planai-West, Golden-Jet";47.390396;13.677797;https://www.alpinresorts.com/it/noleggio-ski/parameters/1208;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;0.17;2020-01-11
AT;Stiermarken;11;Schladming;1208;"Sport Tritscher";nl;"Planai-West, Golden-Jet";47.390396;13.677797;https://www.alpinresorts.com/nl/skiverhuur/parameters/1208;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/0/e/8/0e8c7dc15b7796b6ab5496437b073d435b093576.jpg;0.17;2020-01-11
AT;Steiermark;11;Schladming;1713;"Sport Tritscher";de;"Salzburgerstraße 24 (beim Stadttor/at the city gate)";47.391636;13.686999;https://www.alpinresorts.com/de/skiverleih/parameters/1713;https://www.alpinresorts.com/de/skiverleih/oesterreich/steiermark/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;0.17;2020-01-11
AT;Styria;11;Schladming;1713;"Sport Tritscher";en;"Salzburgerstraße 24 (beim Stadttor/at the city gate)";47.391636;13.686999;https://www.alpinresorts.com/en/ski-rental/parameters/1713;https://www.alpinresorts.com/en/ski-rental/austria/styria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;0.17;2020-01-11
AT;Styrie;11;Schladming;1713;"Sport Tritscher";fr;"Salzburgerstraße 24 (beim Stadttor/at the city gate)";47.391636;13.686999;https://www.alpinresorts.com/fr/location-ski/parameters/1713;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;0.17;2020-01-11
AT;Stiria;11;Schladming;1713;"Sport Tritscher";it;"Salzburgerstraße 24 (beim Stadttor/at the city gate)";47.391636;13.686999;https://www.alpinresorts.com/it/noleggio-ski/parameters/1713;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;0.17;2020-01-11
AT;Stiermarken;11;Schladming;1713;"Sport Tritscher";nl;"Salzburgerstraße 24 (beim Stadttor/at the city gate)";47.391636;13.686999;https://www.alpinresorts.com/nl/skiverhuur/parameters/1713;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/schladming;https://www.alpinresorts.com/uploads/images/alpinshop/small/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/8/8/6/88656f81cb2cb88e5bf449b06da9bcd2254b803a.jpg;0.17;2020-01-11
AT;Steiermark;4024;"Spital am Semmering";2583;"Schneesport Taberhofer";de;"Kaltenbachstraße 10b";47.609886;15.757872;https://www.alpinresorts.com/de/skiverleih/parameters/2583;https://www.alpinresorts.com/de/skiverleih/oesterreich/steiermark/spital-am-semmering;https://www.alpinresorts.com/uploads/images/alpinshop/small/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;0.17;2020-01-11
AT;Styria;4024;"Spital am Semmering";2583;"Schneesport Taberhofer";en;"Kaltenbachstraße 10b";47.609886;15.757872;https://www.alpinresorts.com/en/ski-rental/parameters/2583;https://www.alpinresorts.com/en/ski-rental/austria/styria/spital-am-semmering;https://www.alpinresorts.com/uploads/images/alpinshop/small/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;0.17;2020-01-11
AT;Styrie;4024;"Spital am Semmering";2583;"Schneesport Taberhofer";fr;"Kaltenbachstraße 10b";47.609886;15.757872;https://www.alpinresorts.com/fr/location-ski/parameters/2583;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/spital-am-semmering;https://www.alpinresorts.com/uploads/images/alpinshop/small/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;0.17;2020-01-11
AT;Stiria;4024;"Spital am Semmering";2583;"Schneesport Taberhofer";it;"Kaltenbachstraße 10b";47.609886;15.757872;https://www.alpinresorts.com/it/noleggio-ski/parameters/2583;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/spital-am-semmering;https://www.alpinresorts.com/uploads/images/alpinshop/small/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;0.17;2020-01-11
AT;Stiermarken;4024;"Spital am Semmering";2583;"Schneesport Taberhofer";nl;"Kaltenbachstraße 10b";47.609886;15.757872;https://www.alpinresorts.com/nl/skiverhuur/parameters/2583;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/spital-am-semmering;https://www.alpinresorts.com/uploads/images/alpinshop/small/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/e/a/9/ea9b5121499b780c5833abb83fe019e6d2717eb2.jpg;0.17;2020-01-11
AT;Steiermark;3982;"St. Georgen ob Murau (Kreischberg)";1858;"Sport Suli";de;"St. Lorenzen 31";47.096668;14.091220;https://www.alpinresorts.com/de/skiverleih/parameters/1858;https://www.alpinresorts.com/de/skiverleih/oesterreich/steiermark/st-georgen-ob-murau-kreischberg;https://www.alpinresorts.com/uploads/images/alpinshop/small/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;0.17;2020-01-11
AT;Styria;3982;"St. Georgen ob Murau (Kreischberg)";1858;"Sport Suli";en;"St. Lorenzen 31";47.096668;14.091220;https://www.alpinresorts.com/en/ski-rental/parameters/1858;https://www.alpinresorts.com/en/ski-rental/austria/styria/st-georgen-ob-murau-kreischberg;https://www.alpinresorts.com/uploads/images/alpinshop/small/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;0.17;2020-01-11
AT;Styrie;3982;"St. Georgen ob Murau (Kreischberg)";1858;"Sport Suli";fr;"St. Lorenzen 31";47.096668;14.091220;https://www.alpinresorts.com/fr/location-ski/parameters/1858;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/st-georgen-ob-murau-kreischberg;https://www.alpinresorts.com/uploads/images/alpinshop/small/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;0.17;2020-01-11
AT;Stiria;3982;"St. Georgen ob Murau (Kreischberg)";1858;"Sport Suli";it;"St. Lorenzen 31";47.096668;14.091220;https://www.alpinresorts.com/it/noleggio-ski/parameters/1858;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/st-georgen-ob-murau-kreischberg;https://www.alpinresorts.com/uploads/images/alpinshop/small/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;0.17;2020-01-11
AT;Stiermarken;3982;"St. Georgen ob Murau (Kreischberg)";1858;"Sport Suli";nl;"St. Lorenzen 31";47.096668;14.091220;https://www.alpinresorts.com/nl/skiverhuur/parameters/1858;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/st-georgen-ob-murau-kreischberg;https://www.alpinresorts.com/uploads/images/alpinshop/small/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/6/b/1/6b1ea2f6441526ada0e67679bb087f736851c0d3.jpg;0.17;2020-01-11
AT;Steiermark;3256;"St. Sebastian ";1669;"RUDY'SHCOOL - Verleihhütte St. Sebastian";de;"St. Sebastian - am Liftparkplatz";47.784000;15.310054;https://www.alpinresorts.com/de/skiverleih/parameters/1669;https://www.alpinresorts.com/de/skiverleih/oesterreich/steiermark/st-sebastian;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;0.17;2020-01-11
AT;Styria;3256;"St. Sebastian ";1669;"RUDY'SHCOOL - Verleihhütte St. Sebastian";en;"St. Sebastian - am Liftparkplatz";47.784000;15.310054;https://www.alpinresorts.com/en/ski-rental/parameters/1669;https://www.alpinresorts.com/en/ski-rental/austria/styria/st-sebastian;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;0.17;2020-01-11
AT;Styrie;3256;"St. Sebastian ";1669;"RUDY'SHCOOL - Verleihhütte St. Sebastian";fr;"St. Sebastian - am Liftparkplatz";47.784000;15.310054;https://www.alpinresorts.com/fr/location-ski/parameters/1669;https://www.alpinresorts.com/fr/location-ski/autriche/styrie/st-sebastian;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;0.17;2020-01-11
AT;Stiria;3256;"St. Sebastian ";1669;"RUDY'SHCOOL - Verleihhütte St. Sebastian";it;"St. Sebastian - am Liftparkplatz";47.784000;15.310054;https://www.alpinresorts.com/it/noleggio-ski/parameters/1669;https://www.alpinresorts.com/it/noleggio-ski/austria/stiria/st-sebastian;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;0.17;2020-01-11
AT;Stiermarken;3256;"St. Sebastian ";1669;"RUDY'SHCOOL - Verleihhütte St. Sebastian";nl;"St. Sebastian - am Liftparkplatz";47.784000;15.310054;https://www.alpinresorts.com/nl/skiverhuur/parameters/1669;https://www.alpinresorts.com/nl/skiverhuur/oostenrijk/stiermarken/st-sebastian;https://www.alpinresorts.com/uploads/images/alpinshop/small/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/f/b/9/fb9d6b4808165c5f3b606746c55dee0eea3c6fa5.jpg;0.17;2020-01-11
AT;Kärnten;126;"Bad Kleinkirchheim";1995;"Hervis Bad Kleinkirchheim";de;"Dorfstraße 40";46.813709;13.788702;https://www.alpinresorts.com/de/skiverleih/parameters/1995;https://www.alpinresorts.com/de/skiverleih/oesterreich/kaernten/bad-kleinkirchheim;https://www.alpinresorts.com/uploads/images/alpinshop/small/1/2/1/121e622a546c010edbe50eccc2445a2ff34a4e78.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/1/2/1/121e622a546c010edbe50eccc2445a2ff34a4e78.jpg;0.2;2020-01-11
AT;Carinthia;126;"Bad Kleinkirchheim";1995;"Hervis Bad Kleinkirchheim";en;"Dorfstraße 40";46.813709;13.788702;https://www.alpinresorts.com/en/ski-rental/parameters/1995;https://www.alpinresorts.com/en/ski-rental/austria/carinthia/bad-kleinkirchheim;https://www.alpinresorts.com/uploads/images/alpinshop/small/1/2/1/121e622a546c010edbe50eccc2445a2ff34a4e78.jpg;https://www.alpinresorts.com/uploads/images/alpinshop/big/1/2/1/121e622a546c010edbe50eccc2445a2ff34a4e78.jpg;0.2;2020-01-11
